{name:'Stair_el7', position:{x:63.18, y:4.3, z:79.81}, rotation:{x:0, y:0.7639952, z:0}, scale:{x:1, y:1, z:1}, file:'Stair_el7.fbx'},
{name:'RigRLegPlatform', position:{x:68.84212, y:3.405363, z:93.65822}, rotation:{x:0.6830127, y:-0.6830127, z:0.1830128}, scale:{x:1, y:1, z:1}, file:'RigRLegPlatform.fbx'},
{name:'RigRibcageGizmo', position:{x:68.90378, y:3.751815, z:93.55142}, rotation:{x:0.6830127, y:-0.6830127, z:0.1830128}, scale:{x:1, y:1, z:1}, file:'RigRibcageGizmo.fbx'},
{name:'RigRArmPalmGizmo', position:{x:68.69426, y:3.810845, z:93.92255}, rotation:{x:-0.6106661, y:0.3461029, z:0.3515466}, scale:{x:0.9999999, y:0.9999999, z:1}, file:'RigRArmPalmGizmo.fbx'},
{name:'RigRArm2Gizmo', position:{x:68.74674, y:3.810442, z:93.82841}, rotation:{x:-0.6060258, y:0.3618138, z:0.3544537}, scale:{x:0.9999999, y:0.9999999, z:1}, file:'RigRArm2Gizmo.fbx'},
{name:'RigRArm1Gizmo', position:{x:68.80005, y:3.812172, z:93.73108}, rotation:{x:-0.6060968, y:0.3553196, z:0.3654621}, scale:{x:1, y:0.9999999, z:1}, file:'RigRArm1Gizmo.fbx'},
{name:'RigPelvisGizmo', position:{x:68.90378, y:3.621812, z:93.55142}, rotation:{x:0.6830127, y:-0.6830127, z:0.1830128}, scale:{x:1, y:1, z:1}, file:'RigPelvisGizmo.fbx'},
{name:'RigRArmDigit12', position:{x:68.62887, y:3.809748, z:94.03317}, rotation:{x:0.6106643, y:-0.346104, z:-0.351551}, scale:{x:0.9999998, y:1, z:0.9999999}, file:'RigRArmDigit12.fbx'},
{name:'RigRArmDigit11', position:{x:68.661, y:3.810014, z:93.97816}, rotation:{x:0.6103942, y:-0.3519578, z:-0.3520819}, scale:{x:0.9999998, y:0.9999999, z:1}, file:'RigRArmDigit11.fbx'},
{name:'RigRArmPalm', position:{x:68.69426, y:3.810845, z:93.92255}, rotation:{x:0.610666, y:-0.3461028, z:-0.3515467}, scale:{x:0.9999998, y:0.9999999, z:1}, file:'RigRArmPalm.fbx'},
{name:'RigRArm2', position:{x:68.74674, y:3.810442, z:93.82841}, rotation:{x:0.6060259, y:-0.3618138, z:-0.3544538}, scale:{x:0.9999999, y:0.9999999, z:1}, file:'RigRArm2.fbx'},
{name:'RigRArm1', position:{x:68.80005, y:3.812172, z:93.73108}, rotation:{x:0.6060969, y:-0.3553195, z:-0.3654621}, scale:{x:1, y:0.9999999, z:1}, file:'RigRArm1.fbx'},
{name:'RigRArmCollarbone', position:{x:68.74396, y:3.792548, z:93.55632}, rotation:{x:0.4213933, y:-0.6259223, z:-0.510066}, scale:{x:1, y:1, z:0.9999999}, file:'RigRArmCollarbone.fbx'},
{name:'RigMouth', position:{x:68.81235, y:3.824303, z:93.49863}, rotation:{x:0.965912, y:-0.005191769, z:0.2588153}, scale:{x:1, y:1, z:1}, file:'RigMouth.fbx'},
{name:'RigHead', position:{x:68.90378, y:3.974382, z:93.55142}, rotation:{x:0.6830127, y:-0.6830127, z:0.1830128}, scale:{x:1, y:1, z:1}, file:'RigHead.fbx'},
{name:'RigNeck', position:{x:68.90378, y:3.751815, z:93.55142}, rotation:{x:0.6830127, y:-0.6830127, z:0.1830128}, scale:{x:1, y:1, z:1}, file:'RigNeck.fbx'},
{name:'RigLArmDigit12', position:{x:69.18353, y:3.809749, z:93.07247}, rotation:{x:0.3530847, y:-0.6094571, z:0.6097772}, scale:{x:0.9999998, y:1, z:0.9999998}, file:'RigLArmDigit12.fbx'},
{name:'RigLArmDigit11', position:{x:69.15195, y:3.810014, z:93.12779}, rotation:{x:0.3525814, y:-0.6128558, z:0.6101047}, scale:{x:0.9999998, y:1, z:0.9999998}, file:'RigLArmDigit11.fbx'},
{name:'RigLArmPalm', position:{x:69.12042, y:3.810845, z:93.18442}, rotation:{x:0.3530809, y:-0.6094575, z:0.60978}, scale:{x:0.9999998, y:1, z:0.9999999}, file:'RigLArmPalm.fbx'},
{name:'RigLArm2', position:{x:69.06513, y:3.810443, z:93.27693}, rotation:{x:0.3476068, y:-0.6200103, z:0.6099789}, scale:{x:1, y:1, z:1}, file:'RigLArm2.fbx'},
{name:'RigLArm1', position:{x:69.00751, y:3.812172, z:93.37177}, rotation:{x:0.3421641, y:-0.6130158, z:0.6195479}, scale:{x:1, y:1, z:1}, file:'RigLArm1.fbx'},
{name:'RigLArmCollarbone', position:{x:68.82811, y:3.792548, z:93.41056}, rotation:{x:0.1099042, y:-0.7485117, z:0.6524267}, scale:{x:1, y:0.9999999, z:1}, file:'RigLArmCollarbone.fbx'},
{name:'RigRibcage', position:{x:68.90378, y:3.751815, z:93.55142}, rotation:{x:0.6830127, y:-0.6830127, z:0.1830128}, scale:{x:1, y:1, z:1}, file:'RigRibcage.fbx'},
{name:'RigSpineUp', position:{x:68.90378, y:3.686814, z:93.55142}, rotation:{x:0.6830127, y:-0.6830127, z:0.1830128}, scale:{x:1, y:1, z:1}, file:'RigSpineUp.fbx'},
{name:'RigSpineLow', position:{x:68.90378, y:3.621812, z:93.55142}, rotation:{x:0.6830127, y:-0.6830127, z:0.1830128}, scale:{x:1, y:1, z:1}, file:'RigSpineLow.fbx'},
{name:'RigRLegAnkle', position:{x:68.83965, y:3.420174, z:93.65678}, rotation:{x:-0.1320807, y:-0.2226005, z:0.4930047}, scale:{x:0.9999998, y:1, z:1}, file:'RigRLegAnkle.fbx'},
{name:'RigRLeg2', position:{x:68.83637, y:3.486308, z:93.65536}, rotation:{x:-0.1734411, y:-0.1672023, z:0.7047836}, scale:{x:1, y:0.9999999, z:1}, file:'RigRLeg2.fbx'},
{name:'RigRLeg1', position:{x:68.84167, y:3.544606, z:93.659}, rotation:{x:-0.1685692, y:-0.1946618, z:0.6457509}, scale:{x:1, y:1, z:0.9999999}, file:'RigRLeg1.fbx'},
{name:'RigLLegAnkle', position:{x:68.96294, y:3.420174, z:93.44321}, rotation:{x:-0.1321524, y:-0.2225215, z:0.493139}, scale:{x:0.9999998, y:1, z:1}, file:'RigLLegAnkle.fbx'},
{name:'RigLLeg2', position:{x:68.96008, y:3.486308, z:93.44109}, rotation:{x:-0.2021473, y:-0.1888535, z:0.6970899}, scale:{x:1, y:0.9999999, z:0.9999996}, file:'RigLLeg2.fbx'},
{name:'RigLLeg1', position:{x:68.96589, y:3.544606, z:93.44384}, rotation:{x:-0.1769274, y:-0.1907917, z:0.6435133}, scale:{x:1, y:1, z:1}, file:'RigLLeg1.fbx'},
{name:'RigPelvis', position:{x:68.90378, y:3.621812, z:93.55142}, rotation:{x:0.6830127, y:-0.6830127, z:0.1830128}, scale:{x:1, y:1, z:1}, file:'RigPelvis.fbx'},
{name:'RigMouthGizmo', position:{x:68.81235, y:3.824303, z:93.49863}, rotation:{x:-0.9659119, y:0.005191839, z:-0.2588154}, scale:{x:1, y:1, z:1}, file:'RigMouthGizmo.fbx'},
{name:'RigLLegPlatform', position:{x:68.96543, y:3.405363, z:93.44463}, rotation:{x:0.6830127, y:-0.6830127, z:0.1830128}, scale:{x:1, y:1, z:1}, file:'RigLLegPlatform.fbx'},
{name:'RigLArmPalmGizmo', position:{x:69.12042, y:3.810845, z:93.18442}, rotation:{x:0.3530808, y:-0.6094574, z:0.60978}, scale:{x:0.9999999, y:1, z:1}, file:'RigLArmPalmGizmo.fbx'},
{name:'RigLArm2Gizmo', position:{x:69.06513, y:3.810443, z:93.27693}, rotation:{x:0.3476068, y:-0.6200102, z:0.6099789}, scale:{x:0.9999999, y:1, z:0.9999999}, file:'RigLArm2Gizmo.fbx'},
{name:'RigLArm1Gizmo', position:{x:69.00751, y:3.812172, z:93.37177}, rotation:{x:0.3421641, y:-0.6130158, z:0.6195478}, scale:{x:1, y:0.9999999, z:1}, file:'RigLArm1Gizmo.fbx'},
{name:'RigHeadGizmo', position:{x:68.90378, y:3.974382, z:93.55142}, rotation:{x:0.6830127, y:-0.6830127, z:0.1830128}, scale:{x:1, y:1, z:1}, file:'RigHeadGizmo.fbx'},
{name:'Rig', position:{x:68.90378, y:3.405363, z:93.55142}, rotation:{x:0.6830127, y:-0.6830127, z:0.1830128}, scale:{x:1, y:1, z:1}, file:'Rig.fbx'},
{name:'Evil_Mushroom', position:{x:68.90378, y:3.405363, z:93.55142}, rotation:{x:-0.3535534, y:-0.6123725, z:-0.6123725}, scale:{x:1, y:1, z:1}, file:'Evil_Mushroom.fbx'},
{name:'Evil_Mushroom_Green', position:{x:68.90378, y:3.405363, z:93.55142}, rotation:{x:0, y:-0.8660254, z:0}, scale:{x:1, y:1, z:1}, file:'Evil_Mushroom_Green.fbx'},
{name:'Ivy5', position:{x:92.1993, y:3.224745, z:72.88947}, rotation:{x:-0.04880375, y:-0.902574, z:0.02309597}, scale:{x:1, y:1, z:1}, file:'Ivy5.fbx'},
{name:'Tree_Pine_1', position:{x:80.95, y:5.49, z:96.67}, rotation:{x:0, y:-0.9961278, z:0}, scale:{x:1, y:1, z:1}, file:'Tree_Pine_1.fbx'},
{name:'Tree_Pine_1', position:{x:79.12643, y:3.405359, z:92.48437}, rotation:{x:0, y:0.04540851, z:0}, scale:{x:1, y:1, z:1}, file:'Tree_Pine_1.fbx'},
{name:'Tree_Dead1', position:{x:87.64257, y:1.963199, z:87.03864}, rotation:{x:0, y:-0.2284899, z:0}, scale:{x:1, y:1, z:1}, file:'Tree_Dead1.fbx'},
{name:'Crystal2', position:{x:85.10841, y:3.409632, z:93.62912}, rotation:{x:-0.1433563, y:-0.08644611, z:-0.08029429}, scale:{x:1, y:1, z:1}, file:'Crystal2.fbx'},
{name:'Ivy2', position:{x:68.84683, y:5.450318, z:103.325}, rotation:{x:0, y:-0.945317, z:0}, scale:{x:1, y:1, z:1}, file:'Ivy2.fbx'},
{name:'Tree_Small_01', position:{x:75.02632, y:5.492837, z:106.1072}, rotation:{x:0, y:0.808777, z:0}, scale:{x:1, y:1, z:1}, file:'Tree_Small_01.fbx'},
{name:'Tree_Dead1', position:{x:85.36813, y:1.973998, z:86.61713}, rotation:{x:0.09329768, y:0.8412083, z:0.114658}, scale:{x:1, y:1, z:1}, file:'Tree_Dead1.fbx'},
{name:'Tree_Fall4', position:{x:72.26025, y:4.651697, z:97.80058}, rotation:{x:-0.05987984, y:-0.1891588, z:0.2957982}, scale:{x:1, y:1, z:1}, file:'Tree_Fall4.fbx'},
{name:'Rock_06', position:{x:71.04298, y:2.672322, z:83.6094}, rotation:{x:0, y:0, z:0}, scale:{x:1, y:1, z:1}, file:'Rock_06.fbx'},
{name:'Rock_17C', position:{x:83.8859, y:5.491403, z:102.2644}, rotation:{x:0, y:0, z:0}, scale:{x:1, y:1, z:1}, file:'Rock_17C.fbx'},
{name:'Rock_05', position:{x:63.25441, y:3.40597, z:84.78988}, rotation:{x:0, y:0, z:0}, scale:{x:1, y:1, z:1}, file:'Rock_05.fbx'},
{name:'Rock_10', position:{x:72.43, y:1.29, z:71.74}, rotation:{x:0, y:0, z:0}, scale:{x:1, y:1, z:1}, file:'Rock_10.fbx'},
{name:'Stair_el7', position:{x:78.16843, y:3.334921, z:81.65438}, rotation:{x:0, y:-0.3826835, z:0}, scale:{x:1, y:1, z:1}, file:'Stair_el7.fbx'},
{name:'Stair_el2', position:{x:90.56, y:4.34, z:108.21}, rotation:{x:0, y:-0.3598194, z:0}, scale:{x:1, y:1, z:1}, file:'Stair_el2.fbx'},
{name:'RigTongueHeadGizmo', position:{x:72.71947, y:6.016947, z:93.223}, rotation:{x:0.6830127, y:-0.6830127, z:0.1830128}, scale:{x:1, y:1, z:1}, file:'RigTongueHeadGizmo.fbx'},
{name:'RigTail15Gizmo', position:{x:78.94638, y:5.932188, z:96.81811}, rotation:{x:-0.006355948, y:-0.965905, z:-0.001702979}, scale:{x:1, y:1, z:1}, file:'RigTail15Gizmo.fbx'},
{name:'RigTail14Gizmo', position:{x:78.66753, y:5.935967, z:96.65711}, rotation:{x:-0.005668433, y:-0.9659092, z:-0.001518746}, scale:{x:1, y:0.9999999, z:1}, file:'RigTail14Gizmo.fbx'},
{name:'RigTail13Gizmo', position:{x:78.38432, y:5.939761, z:96.4936}, rotation:{x:-0.005602438, y:-0.9659096, z:-0.001501069}, scale:{x:1, y:1, z:1}, file:'RigTail13Gizmo.fbx'},
{name:'RigTail12Gizmo', position:{x:78.05708, y:5.943557, z:96.30466}, rotation:{x:-0.004851732, y:-0.9659137, z:-0.001299917}, scale:{x:1, y:1, z:1}, file:'RigTail12Gizmo.fbx'},
{name:'RigTail11Gizmo', position:{x:77.81922, y:5.947352, z:96.16734}, rotation:{x:-0.006673537, y:-0.9659028, z:-0.001788069}, scale:{x:1, y:0.9999999, z:1}, file:'RigTail11Gizmo.fbx'},
{name:'RigTail10Gizmo', position:{x:77.58643, y:5.951144, z:96.03294}, rotation:{x:-0.006812175, y:-0.9659017, z:-0.001825216}, scale:{x:1, y:1, z:1}, file:'RigTail10Gizmo.fbx'},
{name:'RigTail9Gizmo', position:{x:77.34543, y:5.954937, z:95.89379}, rotation:{x:-0.006581805, y:-0.9659034, z:-0.001763489}, scale:{x:1, y:1, z:1}, file:'RigTail9Gizmo.fbx'},
{name:'RigTail8Gizmo', position:{x:77.11265, y:5.958728, z:95.7594}, rotation:{x:-0.006811505, y:-0.9659019, z:-0.001825037}, scale:{x:1, y:1, z:1}, file:'RigTail8Gizmo.fbx'},
{name:'RigTail7Gizmo', position:{x:76.87003, y:5.962514, z:95.61932}, rotation:{x:-0.006527268, y:-0.9659038, z:-0.001748876}, scale:{x:0.9999999, y:1, z:1}, file:'RigTail7Gizmo.fbx'},
{name:'RigTail6Gizmo', position:{x:76.64917, y:5.966311, z:95.49181}, rotation:{x:-0.007189455, y:-0.9658991, z:-0.001926308}, scale:{x:1, y:1, z:1}, file:'RigTail6Gizmo.fbx'},
{name:'RigTail5Gizmo', position:{x:76.40446, y:5.9701, z:95.35053}, rotation:{x:-0.006475536, y:-0.9659041, z:-0.001735014}, scale:{x:1, y:1, z:1}, file:'RigTail5Gizmo.fbx'},
{name:'RigTail4Gizmo', position:{x:76.18111, y:5.973878, z:95.22158}, rotation:{x:-0.007075131, y:-0.9658999, z:-0.001895675}, scale:{x:1, y:1, z:1}, file:'RigTail4Gizmo.fbx'},
{name:'RigTail3Gizmo', position:{x:75.94357, y:5.977622, z:95.08443}, rotation:{x:-0.006591767, y:-0.9659033, z:-0.001766158}, scale:{x:1, y:1, z:1}, file:'RigTail3Gizmo.fbx'},
{name:'RigTail2Gizmo', position:{x:75.70092, y:5.981447, z:94.94434}, rotation:{x:-0.006591767, y:-0.9659033, z:-0.001766158}, scale:{x:1, y:1, z:1}, file:'RigTail2Gizmo.fbx'},
{name:'RigTail1Gizmo', position:{x:75.46375, y:5.985051, z:94.80741}, rotation:{x:-0.00635595, y:-0.965905, z:-0.001702971}, scale:{x:1, y:1, z:1}, file:'RigTail1Gizmo.fbx'},
{name:'RigRLegPlatform', position:{x:74.98602, y:4.703058, z:94.87218}, rotation:{x:0.6830127, y:-0.6830127, z:0.1830128}, scale:{x:1, y:1, z:1}, file:'RigRLegPlatform.fbx'},
{name:'RigRibcageGizmo', position:{x:74.66624, y:6.118726, z:94.34697}, rotation:{x:-0.9612086, y:0.09534511, z:-0.2575551}, scale:{x:1, y:1, z:1}, file:'RigRibcageGizmo.fbx'},
{name:'RigRArmPalmGizmo', position:{x:73.50227, y:7.707986, z:96.16254}, rotation:{x:-0.05077971, y:0.6559949, z:-0.332581}, scale:{x:1, y:1, z:0.9999996}, file:'RigRArmPalmGizmo.fbx'},
{name:'RigRArmFingerC2Gizmo', position:{x:74.89496, y:7.480735, z:96.95091}, rotation:{x:-0.3856651, y:-0.8849125, z:0.1112137}, scale:{x:0.999997, y:1.000002, z:1.000001}, file:'RigRArmFingerC2Gizmo.fbx'},
{name:'RigRArmFingerC1Gizmo', position:{x:73.57104, y:7.767246, z:96.23792}, rotation:{x:-0.1610837, y:-0.926321, z:0.2727066}, scale:{x:0.999999, y:1.000001, z:1.000001}, file:'RigRArmFingerC1Gizmo.fbx'},
{name:'RigRArmFingerB2Gizmo', position:{x:74.78783, y:8.320662, z:98.55161}, rotation:{x:-0.286862, y:-0.9018238, z:0.1391223}, scale:{x:0.9999975, y:1.000002, z:1.000001}, file:'RigRArmFingerB2Gizmo.fbx'},
{name:'RigRArmFingerB1Gizmo', position:{x:73.62797, y:7.835239, z:96.45278}, rotation:{x:0.01310105, y:0.8312115, z:-0.2147573}, scale:{x:0.9999992, y:0.9999996, z:1.000001}, file:'RigRArmFingerB1Gizmo.fbx'},
{name:'RigRArmFingerA3Gizmo', position:{x:74.79128, y:9.264318, z:99.68938}, rotation:{x:-0.139528, y:-0.8956686, z:0.1460817}, scale:{x:0.9999982, y:1, z:1.000001}, file:'RigRArmFingerA3Gizmo.fbx'},
{name:'RigRArmFingerA2Gizmo', position:{x:73.74715, y:8.837571, z:97.8972}, rotation:{x:0.0543542, y:0.8140023, z:-0.2897187}, scale:{x:0.999999, y:1, z:1}, file:'RigRArmFingerA2Gizmo.fbx'},
{name:'RigRArm2Gizmo', position:{x:74.94281, y:7.004502, z:95.86988}, rotation:{x:-0.851031, y:0.2394824, z:-0.02579319}, scale:{x:1, y:1, z:0.9999997}, file:'RigRArm2Gizmo.fbx'},
{name:'RigRArm1Gizmo', position:{x:74.55923, y:6.331752, z:94.53234}, rotation:{x:-0.4538139, y:0.7372993, z:0.2836946}, scale:{x:1, y:0.9999999, z:0.9999999}, file:'RigRArm1Gizmo.fbx'},
{name:'RigPelvisGizmo', position:{x:75.15721, y:5.985051, z:94.63042}, rotation:{x:0.6186658, y:-0.7417987, z:0.1657711}, scale:{x:1, y:1, z:1}, file:'RigPelvisGizmo.fbx'},
{name:'RigTail15', position:{x:78.94638, y:5.932188, z:96.81811}, rotation:{x:-0.006355967, y:-0.9659051, z:-0.001702969}, scale:{x:1, y:1, z:1}, file:'RigTail15.fbx'},
{name:'RigTail14', position:{x:78.66753, y:5.935967, z:96.65711}, rotation:{x:-0.005668404, y:-0.9659094, z:-0.001518738}, scale:{x:1, y:1, z:1}, file:'RigTail14.fbx'},
{name:'RigTail13', position:{x:78.38432, y:5.939761, z:96.4936}, rotation:{x:-0.005602412, y:-0.9659097, z:-0.001501055}, scale:{x:1, y:1, z:1}, file:'RigTail13.fbx'},
{name:'RigTail12', position:{x:78.05708, y:5.943557, z:96.30466}, rotation:{x:-0.004851746, y:-0.9659138, z:-0.001299915}, scale:{x:1, y:1, z:1}, file:'RigTail12.fbx'},
{name:'RigTail11', position:{x:77.81922, y:5.947352, z:96.16734}, rotation:{x:-0.006673511, y:-0.9659028, z:-0.001788055}, scale:{x:1, y:1, z:1}, file:'RigTail11.fbx'},
{name:'RigTail10', position:{x:77.58644, y:5.951144, z:96.03294}, rotation:{x:-0.006812116, y:-0.9659019, z:-0.001825173}, scale:{x:1, y:1, z:1}, file:'RigTail10.fbx'},
{name:'RigTail9', position:{x:77.34543, y:5.954937, z:95.8938}, rotation:{x:-0.006581723, y:-0.9659035, z:-0.001763483}, scale:{x:1, y:1, z:1}, file:'RigTail9.fbx'},
{name:'RigTail8', position:{x:77.11265, y:5.958728, z:95.7594}, rotation:{x:-0.006811454, y:-0.9659017, z:-0.001825039}, scale:{x:1, y:1, z:1}, file:'RigTail8.fbx'},
{name:'RigTail7', position:{x:76.87003, y:5.962515, z:95.61932}, rotation:{x:-0.006527263, y:-0.9659038, z:-0.001748847}, scale:{x:1, y:1, z:1}, file:'RigTail7.fbx'},
{name:'RigTail6', position:{x:76.64917, y:5.966311, z:95.49181}, rotation:{x:-0.007189464, y:-0.965899, z:-0.001926283}, scale:{x:1, y:1, z:1}, file:'RigTail6.fbx'},
{name:'RigTail5', position:{x:76.40446, y:5.9701, z:95.35053}, rotation:{x:-0.006475494, y:-0.9659041, z:-0.001734997}, scale:{x:1, y:1, z:1}, file:'RigTail5.fbx'},
{name:'RigTail4', position:{x:76.18111, y:5.973878, z:95.22158}, rotation:{x:-0.007075067, y:-0.9658999, z:-0.00189563}, scale:{x:1, y:1, z:1}, file:'RigTail4.fbx'},
{name:'RigTail3', position:{x:75.94357, y:5.977623, z:95.08443}, rotation:{x:-0.006591697, y:-0.9659033, z:-0.001766155}, scale:{x:1, y:1, z:1}, file:'RigTail3.fbx'},
{name:'RigTail2', position:{x:75.70092, y:5.981447, z:94.94434}, rotation:{x:-0.006591697, y:-0.9659033, z:-0.001766155}, scale:{x:1, y:1, z:1}, file:'RigTail2.fbx'},
{name:'RigTail1', position:{x:75.46375, y:5.985051, z:94.80741}, rotation:{x:-0.006355926, y:-0.965905, z:-0.001702959}, scale:{x:1, y:1, z:1}, file:'RigTail1.fbx'},
{name:'RigRArmFingerC2', position:{x:74.89496, y:7.480753, z:96.9509}, rotation:{x:-0.3856597, y:-0.8849134, z:0.1112286}, scale:{x:0.9999943, y:1.000004, z:1.000002}, file:'RigRArmFingerC2.fbx'},
{name:'RigRArmFingerC1', position:{x:73.57104, y:7.767238, z:96.23792}, rotation:{x:-0.1610788, y:-0.9263192, z:0.2727194}, scale:{x:0.999998, y:1.000001, z:1.000001}, file:'RigRArmFingerC1.fbx'},
{name:'RigRArmFingerB2', position:{x:74.78783, y:8.320684, z:98.55159}, rotation:{x:-0.2868572, y:-0.9018251, z:0.1391277}, scale:{x:0.999995, y:1.000004, z:1.000002}, file:'RigRArmFingerB2.fbx'},
{name:'RigRArmFingerB1', position:{x:73.62796, y:7.835233, z:96.45279}, rotation:{x:-0.01309673, y:-0.831212, z:0.2147591}, scale:{x:0.9999983, y:0.9999994, z:1.000003}, file:'RigRArmFingerB1.fbx'},
{name:'RigRArmFingerA3', position:{x:74.79127, y:9.264345, z:99.68937}, rotation:{x:-0.1395247, y:-0.8956685, z:0.1460895}, scale:{x:0.9999962, y:1.000001, z:1.000003}, file:'RigRArmFingerA3.fbx'},
{name:'RigRArmFingerA2', position:{x:73.74714, y:8.837573, z:97.89721}, rotation:{x:-0.05435117, y:-0.8140016, z:0.2897227}, scale:{x:0.9999985, y:1.000001, z:1.000001}, file:'RigRArmFingerA2.fbx'},
{name:'RigRArmFingerA1', position:{x:73.41101, y:7.797689, z:96.23082}, rotation:{x:0.05057169, y:-0.678255, z:0.3525742}, scale:{x:1, y:1.000001, z:0.9999992}, file:'RigRArmFingerA1.fbx'},
{name:'RigRArmPalm', position:{x:73.50227, y:7.707977, z:96.16255}, rotation:{x:0.05078437, y:-0.6559967, z:0.3325776}, scale:{x:1, y:1.000001, z:0.9999992}, file:'RigRArmPalm.fbx'},
{name:'RigRArm2', position:{x:74.94281, y:7.004504, z:95.86988}, rotation:{x:0.8510314, y:-0.2394811, z:0.02579123}, scale:{x:1.000001, y:1, z:0.9999992}, file:'RigRArm2.fbx'},
{name:'RigRArm1', position:{x:74.55923, y:6.331752, z:94.53234}, rotation:{x:0.4538141, y:-0.7372992, z:-0.283695}, scale:{x:1, y:1, z:1}, file:'RigRArm1.fbx'},
{name:'RigTongueHead', position:{x:72.71947, y:6.016944, z:93.223}, rotation:{x:0.6830128, y:-0.6830131, z:0.1830128}, scale:{x:1, y:1, z:1}, file:'RigTongueHead.fbx'},
{name:'RigTongue8', position:{x:72.75726, y:5.902906, z:93.24481}, rotation:{x:0.7957531, y:-0.547531, z:0.2132215}, scale:{x:0.9999999, y:0.9999998, z:1}, file:'RigTongue8.fbx'},
{name:'RigTongue7', position:{x:72.8767, y:5.875149, z:93.31377}, rotation:{x:0.9611669, y:-0.09576771, z:0.2575439}, scale:{x:0.9999981, y:1.000002, z:1}, file:'RigTongue7.fbx'},
{name:'RigTongue6', position:{x:72.94917, y:5.940626, z:93.35561}, rotation:{x:0.9131918, y:0.3147925, z:0.2446888}, scale:{x:0.9999989, y:1.000001, z:0.9999998}, file:'RigTongue6.fbx'},
{name:'RigTongue5', position:{x:72.99483, y:5.997805, z:93.38198}, rotation:{x:0.8847342, y:0.3876324, z:0.2370636}, scale:{x:0.9999952, y:1.000005, z:1}, file:'RigTongue5.fbx'},
{name:'RigTongue4', position:{x:73.05512, y:6.047171, z:93.41679}, rotation:{x:0.9203497, y:0.2932057, z:0.2466072}, scale:{x:1.000011, y:0.999989, z:0.9999999}, file:'RigTongue4.fbx'},
{name:'RigTongue3', position:{x:73.12239, y:6.074382, z:93.45563}, rotation:{x:0.9522498, y:0.1619665, z:0.2551549}, scale:{x:1.000001, y:0.9999989, z:1}, file:'RigTongue3.fbx'},
{name:'RigTongue2', position:{x:73.2102, y:6.109612, z:93.50632}, rotation:{x:0.9524527, y:0.1607701, z:0.2552086}, scale:{x:0.9999998, y:1, z:1}, file:'RigTongue2.fbx'},
{name:'RigTongue1', position:{x:73.30572, y:6.126929, z:93.56147}, rotation:{x:0.9629997, y:0.07513081, z:0.258035}, scale:{x:1, y:1, z:1}, file:'RigTongue1.fbx'},
{name:'RigMouthUp', position:{x:73.25259, y:6.220531, z:93.53079}, rotation:{x:0.96338, y:-0.07008585, z:0.258137}, scale:{x:1, y:1, z:1}, file:'RigMouthUp.fbx'},
{name:'RigMouthDown', position:{x:73.26912, y:6.030587, z:93.54034}, rotation:{x:0.9236818, y:0.2825328, z:0.2474998}, scale:{x:0.9999999, y:0.9999999, z:1}, file:'RigMouthDown.fbx'},
{name:'RigHead', position:{x:73.18347, y:6.114302, z:93.49089}, rotation:{x:0.9658619, y:0.01111969, z:0.2588019}, scale:{x:1, y:1, z:1}, file:'RigHead.fbx'},
{name:'RigNeck5', position:{x:73.49253, y:6.135815, z:93.66932}, rotation:{x:0.9654882, y:0.02907455, z:0.2587018}, scale:{x:0.9999998, y:0.9999997, z:1}, file:'RigNeck5.fbx'},
{name:'RigNeck4', position:{x:73.77198, y:6.165247, z:93.83067}, rotation:{x:0.9649273, y:0.04391543, z:0.2585514}, scale:{x:0.9999999, y:0.9999999, z:1}, file:'RigNeck4.fbx'},
{name:'RigNeck3', position:{x:74.05052, y:6.181, z:93.99148}, rotation:{x:0.9656367, y:0.02363378, z:0.2587415}, scale:{x:0.9999999, y:1, z:1}, file:'RigNeck3.fbx'},
{name:'RigNeck2', position:{x:74.30726, y:6.168498, z:94.13971}, rotation:{x:0.9657115, y:-0.02035447, z:0.2587616}, scale:{x:1, y:1, z:1}, file:'RigNeck2.fbx'},
{name:'RigNeck1', position:{x:74.66624, y:6.118726, z:94.34697}, rotation:{x:0.9642023, y:-0.05767875, z:0.2583573}, scale:{x:0.9999999, y:0.9999999, z:1}, file:'RigNeck1.fbx'},
{name:'RigLArmFingerC2', position:{x:77.03569, y:7.480711, z:93.24306}, rotation:{x:-0.2784016, y:-0.8844929, z:-0.2891357}, scale:{x:1.000006, y:0.9999956, z:0.9999985}, file:'RigLArmFingerC2.fbx'},
{name:'RigLArmFingerC1', position:{x:75.75626, y:7.767256, z:92.45304}, rotation:{x:-0.003162295, y:-0.9042175, z:-0.3167041}, scale:{x:1.000002, y:0.9999991, z:0.9999988}, file:'RigLArmFingerC1.fbx'},
{name:'RigLArmFingerB2', position:{x:78.36837, y:8.320634, z:92.34995}, rotation:{x:-0.1788761, y:-0.9268352, z:-0.2639123}, scale:{x:1.000005, y:0.9999967, z:0.9999982}, file:'RigLArmFingerB2.fbx'},
{name:'RigLArmFingerB1', position:{x:75.97079, y:7.835248, z:92.3949}, rotation:{x:0.09602644, y:-0.9761684, z:-0.1925379}, scale:{x:1.000002, y:1.000001, z:0.9999976}, file:'RigLArmFingerB1.fbx'},
